product_id_1,product_name_1,product_type_1,product_id_2,product_name_2,product_type_2,compatibility_type,compatibility_score,notes
P90003,LED,Linh kiện quang điện tử,P90011,Màn hình OLED,Linh kiện quang điện tử,Tương thích một phần,0.65,Cần driver phù hợp
P90003,LED,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Tương thích hoàn toàn,0.86,Cần cấu hình thêm
P90003,LED,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.54,Cần nguồn điện phù hợp
P90003,LED,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Không tương thích,0.08,Cần firmware tương thích
P90003,LED,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.68,Cần thiết bị trung gian
P90003,LED,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích hoàn toàn,0.99,Cần cấu hình thêm
P90003,LED,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Tương thích một phần,0.67,Có thể kết nối trực tiếp
P90004,LED RGB,Linh kiện quang điện tử,P90005,LED RGB,Linh kiện quang điện tử,Tương thích một phần,0.67,Cần cập nhật firmware
P90004,LED RGB,Linh kiện quang điện tử,P90006,LED Matrix,Linh kiện quang điện tử,Tương thích một phần,0.71,Cần cập nhật firmware
P90004,LED RGB,Linh kiện quang điện tử,P90007,LED Matrix,Linh kiện quang điện tử,Tương thích một phần,0.75,Cần thiết bị trung gian
P90004,LED RGB,Linh kiện quang điện tử,P90008,Màn hình LCD,Linh kiện quang điện tử,Tương thích hoàn toàn,0.86,Cần thiết bị trung gian
P90004,LED RGB,Linh kiện quang điện tử,P90009,Màn hình LCD,Linh kiện quang điện tử,Tương thích một phần,0.58,Cần cập nhật firmware
P90004,LED RGB,Linh kiện quang điện tử,P90010,Màn hình OLED,Linh kiện quang điện tử,Tương thích một phần,0.62,Cần phần mềm hỗ trợ
P90004,LED RGB,Linh kiện quang điện tử,P90011,Màn hình OLED,Linh kiện quang điện tử,Không tương thích,0.1,Cần cập nhật firmware
P90004,LED RGB,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Tương thích hoàn toàn,0.89,Cần nguồn điện phù hợp
P90004,LED RGB,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.69,Cần cài đặt driver
P90004,LED RGB,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích hoàn toàn,0.94,Cần phần mềm hỗ trợ
P90004,LED RGB,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.71,Cần firmware tương thích
P90004,LED RGB,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Không tương thích,0.01,Cần cấu hình thêm
P90004,LED RGB,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Tương thích hoàn toàn,0.86,Cần thiết bị trung gian
P90005,LED RGB,Linh kiện quang điện tử,P90006,LED Matrix,Linh kiện quang điện tử,Tương thích một phần,0.58,Cần cập nhật firmware
P90005,LED RGB,Linh kiện quang điện tử,P90007,LED Matrix,Linh kiện quang điện tử,Không tương thích,0.36,Cần adapter chuyển đổi
P90005,LED RGB,Linh kiện quang điện tử,P90008,Màn hình LCD,Linh kiện quang điện tử,Không tương thích,0.06,Cần nguồn điện phù hợp
P90005,LED RGB,Linh kiện quang điện tử,P90009,Màn hình LCD,Linh kiện quang điện tử,Tương thích hoàn toàn,0.85,Cần nguồn điện phù hợp
P90005,LED RGB,Linh kiện quang điện tử,P90010,Màn hình OLED,Linh kiện quang điện tử,Tương thích một phần,0.74,Cần thiết bị trung gian
P90005,LED RGB,Linh kiện quang điện tử,P90011,Màn hình OLED,Linh kiện quang điện tử,Tương thích hoàn toàn,0.93,Cần adapter chuyển đổi
P90005,LED RGB,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.51,Cần phần mềm hỗ trợ
P90005,LED RGB,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.6,Cần thiết bị trung gian
P90005,LED RGB,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích hoàn toàn,0.89,Cần cài đặt driver
P90005,LED RGB,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.73,Cần phần mềm hỗ trợ
P90005,LED RGB,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích hoàn toàn,0.85,Cần adapter chuyển đổi
P90005,LED RGB,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Tương thích một phần,0.72,Có thể kết nối trực tiếp
P90006,LED Matrix,Linh kiện quang điện tử,P90007,LED Matrix,Linh kiện quang điện tử,Tương thích một phần,0.52,Cần adapter chuyển đổi
P90006,LED Matrix,Linh kiện quang điện tử,P90008,Màn hình LCD,Linh kiện quang điện tử,Không tương thích,0.17,Cần adapter chuyển đổi
P90006,LED Matrix,Linh kiện quang điện tử,P90009,Màn hình LCD,Linh kiện quang điện tử,Tương thích một phần,0.69,Cần nguồn điện phù hợp
P90006,LED Matrix,Linh kiện quang điện tử,P90010,Màn hình OLED,Linh kiện quang điện tử,Không tương thích,0.38,Cần cập nhật firmware
P90006,LED Matrix,Linh kiện quang điện tử,P90011,Màn hình OLED,Linh kiện quang điện tử,Tương thích một phần,0.55,Cần thiết bị trung gian
P90006,LED Matrix,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Không tương thích,0.19,Cần cấu hình thêm
P90006,LED Matrix,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.59,Cần cài đặt driver
P90006,LED Matrix,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích một phần,0.6,Cần phần mềm hỗ trợ
P90006,LED Matrix,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.7,Cần adapter chuyển đổi
P90006,LED Matrix,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích một phần,0.64,Cần phần mềm hỗ trợ
P90006,LED Matrix,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Không tương thích,0.32,Cần thiết bị trung gian
P90007,LED Matrix,Linh kiện quang điện tử,P90008,Màn hình LCD,Linh kiện quang điện tử,Tương thích một phần,0.74,Có thể kết nối trực tiếp
P90007,LED Matrix,Linh kiện quang điện tử,P90009,Màn hình LCD,Linh kiện quang điện tử,Tương thích hoàn toàn,0.81,Cần adapter chuyển đổi
P90007,LED Matrix,Linh kiện quang điện tử,P90010,Màn hình OLED,Linh kiện quang điện tử,Tương thích hoàn toàn,0.93,Cần adapter chuyển đổi
P90007,LED Matrix,Linh kiện quang điện tử,P90011,Màn hình OLED,Linh kiện quang điện tử,Tương thích hoàn toàn,0.96,Có thể kết nối trực tiếp
P90007,LED Matrix,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Tương thích hoàn toàn,0.81,Cần thiết bị trung gian
P90007,LED Matrix,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.67,Cần cấu hình thêm
P90007,LED Matrix,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Không tương thích,0.21,Cần adapter chuyển đổi
P90007,LED Matrix,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.69,Cần cấu hình thêm
P90007,LED Matrix,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Không tương thích,0.08,Cần cấu hình thêm
P90007,LED Matrix,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Không tương thích,0.15,Cần cấu hình thêm
P90008,Màn hình LCD,Linh kiện quang điện tử,P90009,Màn hình LCD,Linh kiện quang điện tử,Tương thích hoàn toàn,0.88,Cần cập nhật firmware
P90008,Màn hình LCD,Linh kiện quang điện tử,P90010,Màn hình OLED,Linh kiện quang điện tử,Tương thích một phần,0.59,Cần firmware tương thích
P90008,Màn hình LCD,Linh kiện quang điện tử,P90011,Màn hình OLED,Linh kiện quang điện tử,Tương thích một phần,0.59,Có thể kết nối trực tiếp
P90008,Màn hình LCD,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Không tương thích,0.07,Cần cập nhật firmware
P90008,Màn hình LCD,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Không tương thích,0.22,Cần cài đặt driver
P90008,Màn hình LCD,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích hoàn toàn,0.81,Cần firmware tương thích
P90008,Màn hình LCD,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích hoàn toàn,0.81,Cần thiết bị trung gian
P90008,Màn hình LCD,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích hoàn toàn,0.89,Cần adapter chuyển đổi
P90008,Màn hình LCD,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Tương thích hoàn toàn,0.9,Cần phần mềm hỗ trợ
P90009,Màn hình LCD,Linh kiện quang điện tử,P90010,Màn hình OLED,Linh kiện quang điện tử,Tương thích hoàn toàn,0.91,Có thể kết nối trực tiếp
P90009,Màn hình LCD,Linh kiện quang điện tử,P90011,Màn hình OLED,Linh kiện quang điện tử,Tương thích hoàn toàn,0.93,Cần phần mềm hỗ trợ
P90009,Màn hình LCD,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.59,Cần firmware tương thích
P90009,Màn hình LCD,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Không tương thích,0.34,Cần driver phù hợp
P90009,Màn hình LCD,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích hoàn toàn,0.92,Cần thiết bị trung gian
P90009,Màn hình LCD,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích hoàn toàn,0.86,Cần thiết bị trung gian
P90009,Màn hình LCD,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Không tương thích,0.26,Cần nguồn điện phù hợp
P90009,Màn hình LCD,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Không tương thích,0.07,Cần thiết bị trung gian
P90010,Màn hình OLED,Linh kiện quang điện tử,P90011,Màn hình OLED,Linh kiện quang điện tử,Tương thích một phần,0.54,Cần cập nhật firmware
P90010,Màn hình OLED,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Tương thích hoàn toàn,0.86,Cần adapter chuyển đổi
P90010,Màn hình OLED,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Không tương thích,0.34,Cần firmware tương thích
P90010,Màn hình OLED,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích một phần,0.6,Cần cài đặt driver
P90010,Màn hình OLED,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Không tương thích,0.15,Cần cài đặt driver
P90010,Màn hình OLED,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích một phần,0.63,Cần driver phù hợp
P90010,Màn hình OLED,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Không tương thích,0.01,Cần cài đặt driver
P90011,Màn hình OLED,Linh kiện quang điện tử,P90012,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.72,Cần cấu hình thêm
P90011,Màn hình OLED,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Tương thích hoàn toàn,0.94,Cần adapter chuyển đổi
P90011,Màn hình OLED,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích hoàn toàn,0.88,Cần adapter chuyển đổi
P90011,Màn hình OLED,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.61,Có thể kết nối trực tiếp
P90011,Màn hình OLED,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích một phần,0.63,Cần driver phù hợp
P90011,Màn hình OLED,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Tương thích một phần,0.64,Cần cài đặt driver
P90012,Phototransistor,Linh kiện quang điện tử,P90013,Phototransistor,Linh kiện quang điện tử,Tương thích một phần,0.64,Cần adapter chuyển đổi
P90012,Phototransistor,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích một phần,0.76,Cần adapter chuyển đổi
P90012,Phototransistor,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.78,Có thể kết nối trực tiếp
P90012,Phototransistor,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích một phần,0.72,Cần cấu hình thêm
P90012,Phototransistor,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Tương thích hoàn toàn,0.99,Cần thiết bị trung gian
P90013,Phototransistor,Linh kiện quang điện tử,P90014,Photoresistor (LDR),Linh kiện quang điện tử,Tương thích hoàn toàn,0.96,Có thể kết nối trực tiếp
P90013,Phototransistor,Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.73,Có thể kết nối trực tiếp
P90013,Phototransistor,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích hoàn toàn,0.87,Cần driver phù hợp
P90013,Phototransistor,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Không tương thích,0.17,Có thể kết nối trực tiếp
P90014,Photoresistor (LDR),Linh kiện quang điện tử,P90015,Opto-isolator,Linh kiện quang điện tử,Tương thích một phần,0.66,Cần cài đặt driver
P90014,Photoresistor (LDR),Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích hoàn toàn,1.0,Cần adapter chuyển đổi
P90014,Photoresistor (LDR),Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Không tương thích,0.03,Cần cập nhật firmware
P90015,Opto-isolator,Linh kiện quang điện tử,P90016,LED Driver,Linh kiện quang điện tử,Tương thích một phần,0.67,Cần nguồn điện phù hợp
P90015,Opto-isolator,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Không tương thích,0.09,Cần phần mềm hỗ trợ
P90016,LED Driver,Linh kiện quang điện tử,P90017,Bộ phát hiện quang,Linh kiện quang điện tử,Tương thích một phần,0.56,Cần cài đặt driver
P10101,Động cơ DC,Linh kiện cơ điện tử,P10102,Động cơ DC,Linh kiện cơ điện tử,Tương thích một phần,0.63,Cần driver phù hợp
P10101,Động cơ DC,Linh kiện cơ điện tử,P10103,Động cơ DC,Linh kiện cơ điện tử,Không tương thích,0.11,Có thể kết nối trực tiếp
P10101,Động cơ DC,Linh kiện cơ điện tử,P10104,Động cơ servo,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.89,Cần thiết bị trung gian
P10101,Động cơ DC,Linh kiện cơ điện tử,P10105,Động cơ servo,Linh kiện cơ điện tử,Tương thích một phần,0.75,Cần thiết bị trung gian
P10101,Động cơ DC,Linh kiện cơ điện tử,P10106,Động cơ bước,Linh kiện cơ điện tử,Không tương thích,0.09,Cần firmware tương thích
P10101,Động cơ DC,Linh kiện cơ điện tử,P10107,Động cơ bước,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.87,Cần adapter chuyển đổi
P10101,Động cơ DC,Linh kiện cơ điện tử,P10108,Driver động cơ,Linh kiện cơ điện tử,Tương thích một phần,0.63,Cần driver phù hợp
P10101,Động cơ DC,Linh kiện cơ điện tử,P10109,Driver động cơ,Linh kiện cơ điện tử,Tương thích một phần,0.73,Có thể kết nối trực tiếp
P10101,Động cơ DC,Linh kiện cơ điện tử,P10110,Rơ-le,Linh kiện cơ điện tử,Tương thích một phần,0.52,Cần thiết bị trung gian
P10101,Động cơ DC,Linh kiện cơ điện tử,P10111,Rơ-le,Linh kiện cơ điện tử,Tương thích một phần,0.8,Cần cập nhật firmware
P10101,Động cơ DC,Linh kiện cơ điện tử,P10112,Solenoid,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.92,Cần firmware tương thích
P10101,Động cơ DC,Linh kiện cơ điện tử,P10113,Solenoid,Linh kiện cơ điện tử,Tương thích một phần,0.51,Cần cập nhật firmware
P10101,Động cơ DC,Linh kiện cơ điện tử,P10114,Bánh răng & Pulley,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.87,Có thể kết nối trực tiếp
P10101,Động cơ DC,Linh kiện cơ điện tử,P10115,Trục & Ổ trục,Linh kiện cơ điện tử,Không tương thích,0.06,Cần nguồn điện phù hợp
P10101,Động cơ DC,Linh kiện cơ điện tử,P10116,Khớp nối,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.81,Cần thiết bị trung gian
P10101,Động cơ DC,Linh kiện cơ điện tử,P10117,Động cơ rung,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.8,Cần firmware tương thích
P10102,Động cơ DC,Linh kiện cơ điện tử,P10103,Động cơ DC,Linh kiện cơ điện tử,Tương thích một phần,0.69,Có thể kết nối trực tiếp
P10102,Động cơ DC,Linh kiện cơ điện tử,P10104,Động cơ servo,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.91,Cần firmware tương thích
P10102,Động cơ DC,Linh kiện cơ điện tử,P10105,Động cơ servo,Linh kiện cơ điện tử,Tương thích một phần,0.54,Cần driver phù hợp
P10102,Động cơ DC,Linh kiện cơ điện tử,P10106,Động cơ bước,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.83,Có thể kết nối trực tiếp
P10102,Động cơ DC,Linh kiện cơ điện tử,P10107,Động cơ bước,Linh kiện cơ điện tử,Tương thích một phần,0.73,Cần phần mềm hỗ trợ
P10102,Động cơ DC,Linh kiện cơ điện tử,P10108,Driver động cơ,Linh kiện cơ điện tử,Không tương thích,0.21,Cần cấu hình thêm
P10102,Động cơ DC,Linh kiện cơ điện tử,P10109,Driver động cơ,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.91,Cần driver phù hợp
P10102,Động cơ DC,Linh kiện cơ điện tử,P10110,Rơ-le,Linh kiện cơ điện tử,Tương thích một phần,0.8,Cần thiết bị trung gian
P10102,Động cơ DC,Linh kiện cơ điện tử,P10111,Rơ-le,Linh kiện cơ điện tử,Không tương thích,0.05,Cần adapter chuyển đổi
P10102,Động cơ DC,Linh kiện cơ điện tử,P10112,Solenoid,Linh kiện cơ điện tử,Tương thích một phần,0.65,Cần cài đặt driver
P10102,Động cơ DC,Linh kiện cơ điện tử,P10113,Solenoid,Linh kiện cơ điện tử,Tương thích một phần,0.69,Cần driver phù hợp
P10102,Động cơ DC,Linh kiện cơ điện tử,P10114,Bánh răng & Pulley,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.91,Cần adapter chuyển đổi
P10102,Động cơ DC,Linh kiện cơ điện tử,P10115,Trục & Ổ trục,Linh kiện cơ điện tử,Tương thích một phần,0.69,Cần phần mềm hỗ trợ
P10102,Động cơ DC,Linh kiện cơ điện tử,P10116,Khớp nối,Linh kiện cơ điện tử,Không tương thích,0.35,Cần driver phù hợp
P10102,Động cơ DC,Linh kiện cơ điện tử,P10117,Động cơ rung,Linh kiện cơ điện tử,Tương thích một phần,0.6,Cần nguồn điện phù hợp
P10103,Động cơ DC,Linh kiện cơ điện tử,P10104,Động cơ servo,Linh kiện cơ điện tử,Tương thích một phần,0.7,Cần nguồn điện phù hợp
P10103,Động cơ DC,Linh kiện cơ điện tử,P10105,Động cơ servo,Linh kiện cơ điện tử,Tương thích một phần,0.72,Có thể kết nối trực tiếp
P10103,Động cơ DC,Linh kiện cơ điện tử,P10106,Động cơ bước,Linh kiện cơ điện tử,Tương thích một phần,0.67,Cần cài đặt driver
P10103,Động cơ DC,Linh kiện cơ điện tử,P10107,Động cơ bước,Linh kiện cơ điện tử,Không tương thích,0.28,Có thể kết nối trực tiếp
P10103,Động cơ DC,Linh kiện cơ điện tử,P10108,Driver động cơ,Linh kiện cơ điện tử,Tương thích một phần,0.69,Cần cài đặt driver
P10103,Động cơ DC,Linh kiện cơ điện tử,P10109,Driver động cơ,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.84,Có thể kết nối trực tiếp
P10103,Động cơ DC,Linh kiện cơ điện tử,P10110,Rơ-le,Linh kiện cơ điện tử,Tương thích một phần,0.76,Có thể kết nối trực tiếp
P10103,Động cơ DC,Linh kiện cơ điện tử,P10111,Rơ-le,Linh kiện cơ điện tử,Tương thích một phần,0.58,Cần cấu hình thêm
P10103,Động cơ DC,Linh kiện cơ điện tử,P10112,Solenoid,Linh kiện cơ điện tử,Tương thích một phần,0.6,Cần firmware tương thích
P10103,Động cơ DC,Linh kiện cơ điện tử,P10113,Solenoid,Linh kiện cơ điện tử,Tương thích một phần,0.77,Cần driver phù hợp
P10103,Động cơ DC,Linh kiện cơ điện tử,P10114,Bánh răng & Pulley,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.97,Cần adapter chuyển đổi
P10103,Động cơ DC,Linh kiện cơ điện tử,P10115,Trục & Ổ trục,Linh kiện cơ điện tử,Tương thích một phần,0.62,Cần adapter chuyển đổi
P10103,Động cơ DC,Linh kiện cơ điện tử,P10116,Khớp nối,Linh kiện cơ điện tử,Tương thích một phần,0.54,Cần firmware tương thích
P10103,Động cơ DC,Linh kiện cơ điện tử,P10117,Động cơ rung,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.98,Cần cấu hình thêm
P10104,Động cơ servo,Linh kiện cơ điện tử,P10105,Động cơ servo,Linh kiện cơ điện tử,Không tương thích,0.37,Cần firmware tương thích
P10104,Động cơ servo,Linh kiện cơ điện tử,P10106,Động cơ bước,Linh kiện cơ điện tử,Tương thích một phần,0.73,Cần cập nhật firmware
P10104,Động cơ servo,Linh kiện cơ điện tử,P10107,Động cơ bước,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.91,Cần cài đặt driver
P10104,Động cơ servo,Linh kiện cơ điện tử,P10108,Driver động cơ,Linh kiện cơ điện tử,Không tương thích,0.22,Cần cài đặt driver
P10104,Động cơ servo,Linh kiện cơ điện tử,P10109,Driver động cơ,Linh kiện cơ điện tử,Không tương thích,0.11,Cần firmware tương thích
P10104,Động cơ servo,Linh kiện cơ điện tử,P10110,Rơ-le,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.88,Cần cài đặt driver
P10104,Động cơ servo,Linh kiện cơ điện tử,P10111,Rơ-le,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.88,Có thể kết nối trực tiếp
P10104,Động cơ servo,Linh kiện cơ điện tử,P10112,Solenoid,Linh kiện cơ điện tử,Tương thích một phần,0.8,Cần cấu hình thêm
P10104,Động cơ servo,Linh kiện cơ điện tử,P10113,Solenoid,Linh kiện cơ điện tử,Tương thích một phần,0.7,Cần driver phù hợp
P10104,Động cơ servo,Linh kiện cơ điện tử,P10114,Bánh răng & Pulley,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.98,Cần adapter chuyển đổi
P10104,Động cơ servo,Linh kiện cơ điện tử,P10115,Trục & Ổ trục,Linh kiện cơ điện tử,Tương thích một phần,0.67,Cần cập nhật firmware
P10104,Động cơ servo,Linh kiện cơ điện tử,P10116,Khớp nối,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.88,Cần cài đặt driver
P10104,Động cơ servo,Linh kiện cơ điện tử,P10117,Động cơ rung,Linh kiện cơ điện tử,Tương thích một phần,0.53,Cần cài đặt driver
P10105,Động cơ servo,Linh kiện cơ điện tử,P10106,Động cơ bước,Linh kiện cơ điện tử,Tương thích một phần,0.58,Cần cài đặt driver
P10105,Động cơ servo,Linh kiện cơ điện tử,P10107,Động cơ bước,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.8,Cần cài đặt driver
P10105,Động cơ servo,Linh kiện cơ điện tử,P10108,Driver động cơ,Linh kiện cơ điện tử,Tương thích hoàn toàn,1.0,Cần phần mềm hỗ trợ
P10105,Động cơ servo,Linh kiện cơ điện tử,P10109,Driver động cơ,Linh kiện cơ điện tử,Tương thích hoàn toàn,1.0,Cần nguồn điện phù hợp
P10105,Động cơ servo,Linh kiện cơ điện tử,P10110,Rơ-le,Linh kiện cơ điện tử,Tương thích một phần,0.67,Cần nguồn điện phù hợp
P10105,Động cơ servo,Linh kiện cơ điện tử,P10111,Rơ-le,Linh kiện cơ điện tử,Không tương thích,0.32,Cần cập nhật firmware
P10105,Động cơ servo,Linh kiện cơ điện tử,P10112,Solenoid,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.96,Cần phần mềm hỗ trợ
P10105,Động cơ servo,Linh kiện cơ điện tử,P10113,Solenoid,Linh kiện cơ điện tử,Tương thích một phần,0.7,Cần cập nhật firmware
P10105,Động cơ servo,Linh kiện cơ điện tử,P10114,Bánh răng & Pulley,Linh kiện cơ điện tử,Không tương thích,0.15,Cần cấu hình thêm
P10105,Động cơ servo,Linh kiện cơ điện tử,P10115,Trục & Ổ trục,Linh kiện cơ điện tử,Không tương thích,0.01,Cần nguồn điện phù hợp
P10105,Động cơ servo,Linh kiện cơ điện tử,P10116,Khớp nối,Linh kiện cơ điện tử,Không tương thích,0.03,Cần cấu hình thêm
P10105,Động cơ servo,Linh kiện cơ điện tử,P10117,Động cơ rung,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.87,Cần nguồn điện phù hợp
P10106,Động cơ bước,Linh kiện cơ điện tử,P10107,Động cơ bước,Linh kiện cơ điện tử,Tương thích một phần,0.57,Cần phần mềm hỗ trợ
P10106,Động cơ bước,Linh kiện cơ điện tử,P10108,Driver động cơ,Linh kiện cơ điện tử,Tương thích một phần,0.57,Cần thiết bị trung gian
P10106,Động cơ bước,Linh kiện cơ điện tử,P10109,Driver động cơ,Linh kiện cơ điện tử,Tương thích một phần,0.73,Cần cài đặt driver
P10106,Động cơ bước,Linh kiện cơ điện tử,P10110,Rơ-le,Linh kiện cơ điện tử,Tương thích một phần,0.61,Cần adapter chuyển đổi
P10106,Động cơ bước,Linh kiện cơ điện tử,P10111,Rơ-le,Linh kiện cơ điện tử,Không tương thích,0.3,Có thể kết nối trực tiếp
P10106,Động cơ bước,Linh kiện cơ điện tử,P10112,Solenoid,Linh kiện cơ điện tử,Không tương thích,0.27,Cần phần mềm hỗ trợ
P10106,Động cơ bước,Linh kiện cơ điện tử,P10113,Solenoid,Linh kiện cơ điện tử,Tương thích hoàn toàn,0.95,Cần phần mềm hỗ trợ
P10106,Động cơ bước,Linh kiện cơ điện tử,P10114,Bánh răng & Pulley,Linh kiện cơ điện tử,Không tương thích,0.31,Có thể kết nối trực tiếp
P10106,Động cơ bước,Linh kiện cơ điện tử,P10115,Trục & Ổ trục,Linh kiện cơ điện tử,Tương thích một phần,0.56,Có thể kết nối trực tiếp
P10106,Động cơ bước,Linh kiện cơ điện tử,P10116,Khớp nối,Linh kiện cơ điện tử,Tương thích một phần,0.66,Có thể kết nối trực tiếp
P10106,Động cơ bước,Linh kiện cơ điện tử,P10117,Động cơ rung,Linh kiện cơ điện tử,Tương thích một phần,0.7,Cần thiết bị trung gian
